emp_no,first_name,last_name,to_date,title,from_date
233818,Kellie,Heydon,9999-01-01,Senior Engineer,1991-11-11
233818,Kellie,Heydon,9999-01-01,Engineer,1985-11-11
235096,Sverrir,Gyimothy,9999-01-01,Staff,1987-03-21
235096,Sverrir,Gyimothy,9999-01-01,Senior Staff,1992-03-20
236827,Almudena,Rijckaert,9999-01-01,Senior Engineer,1999-02-16
236827,Almudena,Rijckaert,9999-01-01,Engineer,1994-02-16
238112,Miomir,Frezza,9999-01-01,Technique Leader,1991-05-25
239244,Abdulla,Kitai,9999-01-01,Staff,1987-02-20
239244,Abdulla,Kitai,9999-01-01,Senior Staff,1996-02-20
241100,Cedric,Molenaar,9999-01-01,Senior Engineer,1999-10-06
241100,Cedric,Molenaar,9999-01-01,Engineer,1990-10-06
242019,Herb,Murrill,9999-01-01,Senior Engineer,1999-09-27
241872,Bluma,Fetvedt,9999-01-01,Staff,1992-02-03
241872,Bluma,Fetvedt,9999-01-01,Senior Staff,1997-02-02
243018,Bowen,Deverell,9999-01-01,Senior Staff,1998-12-27
243637,Marjo,Delgrange,9999-01-01,Staff,1990-06-24
243637,Marjo,Delgrange,9999-01-01,Senior Staff,1996-06-23
247888,Abdelghani,Lagarias,9999-01-01,Senior Engineer,1992-09-06
247888,Abdelghani,Lagarias,9999-01-01,Engineer,1985-09-06
249433,Ayonca,Matzov,9999-01-01,Senior Engineer,1997-06-03
249433,Ayonca,Matzov,9999-01-01,Engineer,1988-06-03
251301,Pintsang,Impagliazzo,9999-01-01,Senior Staff,1989-05-06
251341,Divier,Kumaresan,9999-01-01,Staff,1992-12-05
251341,Divier,Kumaresan,9999-01-01,Senior Staff,1998-12-05
253029,Thodoros,Thimonier,9999-01-01,Engineer,1995-04-05
259619,Conal,Magliocco,9999-01-01,Senior Staff,1992-05-09
259718,Stepehn,Bouloucos,9999-01-01,Staff,1991-09-17
259718,Stepehn,Bouloucos,9999-01-01,Senior Staff,1997-09-16
262328,Mayuko,Vural,9999-01-01,Staff,1997-12-24
262636,Tamiya,Reutenauer,9999-01-01,Senior Engineer,1985-06-02
262928,Piyush,Gill,9999-01-01,Senior Engineer,1998-08-31
262928,Piyush,Gill,9999-01-01,Engineer,1990-08-31
264322,Leandro,Swist,9999-01-01,Staff,1991-01-06
264322,Leandro,Swist,9999-01-01,Senior Staff,1997-01-05
266644,Anwar,Gubsky,9999-01-01,Staff,1993-08-09
266644,Anwar,Gubsky,9999-01-01,Senior Staff,1999-08-09
267227,Susuma,Tagansky,9999-01-01,Senior Engineer,2001-01-21
267227,Susuma,Tagansky,9999-01-01,Engineer,1995-01-22
270794,Dannz,Zhang,9999-01-01,Senior Staff,1991-06-26
270716,Shunichi,Baer,9999-01-01,Staff,1998-02-04
273806,Hongzhu,Beetstra,9999-01-01,Staff,1991-01-24
273806,Hongzhu,Beetstra,9999-01-01,Senior Staff,2000-01-24
276868,Alois,Sanella,9999-01-01,Staff,1998-03-13
278536,Munenori,Shobatake,9999-01-01,Staff,1992-01-10
278536,Munenori,Shobatake,9999-01-01,Senior Staff,1999-01-10
278452,Sudhanshu,Toyoshima,9999-01-01,Staff,1987-08-29
278452,Sudhanshu,Toyoshima,9999-01-01,Senior Staff,1993-08-28
280648,Heeju,Lorys,9999-01-01,Senior Engineer,1992-12-26
280648,Heeju,Lorys,9999-01-01,Engineer,1986-12-27
284856,Moto,Kobara,9999-01-01,Senior Engineer,1998-12-12
284856,Moto,Kobara,9999-01-01,Engineer,1991-12-12
287983,Randi,Munos,9999-01-01,Senior Staff,1990-09-07
287808,Vidar,Ozeki,9999-01-01,Technique Leader,1996-06-17
289454,Bowen,Narwekar,9999-01-01,Senior Engineer,1985-03-08
290467,Shaowen,Poulakidas,9999-01-01,Staff,1987-04-15
290467,Shaowen,Poulakidas,9999-01-01,Senior Staff,1992-04-14
291612,Siamak,Gomatam,9999-01-01,Engineer,1998-07-08
292504,Georgi,Bednarek,9999-01-01,Senior Engineer,2002-03-02
292504,Georgi,Bednarek,9999-01-01,Engineer,1994-03-02
293080,Hideyuki,Slaats,9999-01-01,Senior Staff,1987-05-30
293752,Jungsoon,Bail,9999-01-01,Staff,1986-02-18
293752,Jungsoon,Bail,9999-01-01,Senior Staff,1994-02-18
294527,Ashish,Candan,9999-01-01,Senior Staff,1992-02-02
296687,Palash,Spieker,9999-01-01,Staff,1991-05-11
296687,Palash,Spieker,9999-01-01,Senior Staff,1996-05-10
299737,Patricio,Itzfeldt,9999-01-01,Staff,1985-05-21
299737,Patricio,Itzfeldt,9999-01-01,Senior Staff,1994-05-21
401333,Martins,Shokrollahi,9999-01-01,Senior Engineer,1991-11-04
401333,Martins,Shokrollahi,9999-01-01,Engineer,1986-11-04
402827,Weidon,Pollacia,9999-01-01,Staff,1988-02-27
402827,Weidon,Pollacia,9999-01-01,Senior Staff,1996-02-27
402102,Kersti,Granlund,9999-01-01,Engineer,1995-03-19
404573,Eberhardt,Spelt,9999-01-01,Staff,1997-07-05
404755,Manu,Junet,9999-01-01,Staff,1991-04-20
404755,Manu,Junet,9999-01-01,Senior Staff,1996-04-19
408114,Geoffrey,Ladret,9999-01-01,Engineer,1994-01-03
410372,Duri,Mitina,9999-01-01,Senior Engineer,1995-03-04
410372,Duri,Mitina,9999-01-01,Engineer,1990-03-04
413666,Remco,Duclos,9999-01-01,Staff,1988-04-18
413666,Remco,Duclos,9999-01-01,Senior Staff,1996-04-18
413729,Harjit,Ernst,9999-01-01,Technique Leader,1992-04-26
416074,Alain,Lieberherr,9999-01-01,Senior Engineer,1996-05-10
416074,Alain,Lieberherr,9999-01-01,Engineer,1987-05-11
416892,Shooichi,Vandervoorde,9999-01-01,Engineer,1996-08-16
417435,Bouchung,Zaumen,9999-01-01,Senior Staff,1999-01-29
418298,Arvin,Pusterhofer,9999-01-01,Senior Engineer,2002-03-02
418298,Arvin,Pusterhofer,9999-01-01,Engineer,1995-03-02
418566,Kazuhide,Snedden,9999-01-01,Senior Engineer,1996-06-14
421312,Mariangiola,Bashian,9999-01-01,Engineer,1999-09-18
421074,Zhaofang,Falster,9999-01-01,Staff,1994-06-29
421074,Zhaofang,Falster,9999-01-01,Senior Staff,1999-06-29
424569,Danco,Luff,9999-01-01,Engineer,1997-10-30
423993,Seshu,Kolvik,9999-01-01,Technique Leader,1988-12-09
424984,Vasilis,Waleschkowski,9999-01-01,Engineer,1996-05-26
425540,Paddy,Zumaque,9999-01-01,Senior Staff,1995-11-12
425757,Yongdong,Jiang,9999-01-01,Senior Staff,1990-10-13
426795,Huican,Lunn,9999-01-01,Staff,1986-07-23
426795,Huican,Lunn,9999-01-01,Senior Staff,1991-07-23
426958,Weijing,Viele,9999-01-01,Senior Engineer,1993-10-03
426958,Weijing,Viele,9999-01-01,Engineer,1985-10-03
428917,Theron,Billawala,9999-01-01,Senior Engineer,2001-02-16
428917,Theron,Billawala,9999-01-01,Engineer,1995-02-17
428917,Theron,Billawala,9999-01-01,Assistant Engineer,1989-02-17
429087,Hugh,Senzako,9999-01-01,Technique Leader,1992-10-15
429238,Mona,Luck,9999-01-01,Senior Staff,1989-05-11
429316,Seshu,Hiraishi,9999-01-01,Staff,1994-08-10
429316,Seshu,Hiraishi,9999-01-01,Senior Staff,2001-08-10
430054,Erzsebet,Setiz,9999-01-01,Senior Engineer,1998-06-10
430054,Erzsebet,Setiz,9999-01-01,Engineer,1993-06-10
430593,Janalee,Lanzelotte,9999-01-01,Senior Staff,1997-12-01
432665,Flemming,Driscoll,9999-01-01,Senior Engineer,1999-06-28
432665,Flemming,Driscoll,9999-01-01,Engineer,1991-06-28
435791,Hercules,Speer,9999-01-01,Senior Engineer,1999-03-07
435791,Hercules,Speer,9999-01-01,Engineer,1994-03-07
440325,Douadi,Sullins,9999-01-01,Senior Staff,1999-09-25
443108,Christfried,Atrawala,9999-01-01,Senior Staff,1990-07-13
443873,Vatsa,Ramsay,9999-01-01,Staff,1994-02-04
443873,Vatsa,Ramsay,9999-01-01,Senior Staff,2002-02-04
444208,Irena,Cesareni,9999-01-01,Senior Staff,1985-10-30
444465,Prasadram,Bultermann,9999-01-01,Senior Engineer,1997-08-29
445067,Eldridge,Kawashima,9999-01-01,Senior Engineer,1997-02-27
445067,Eldridge,Kawashima,9999-01-01,Engineer,1990-02-27
445152,Heping,Peac,9999-01-01,Staff,1985-03-20
445152,Heping,Peac,9999-01-01,Senior Staff,1992-03-20
447135,Gennady,Rouquie,9999-01-01,Senior Staff,1989-08-24
450934,Chanjung,Raoux,9999-01-01,Senior Engineer,1998-05-25
450934,Chanjung,Raoux,9999-01-01,Engineer,1992-05-25
450817,DAIDA,Frolund,9999-01-01,Senior Engineer,1996-07-16
450817,DAIDA,Frolund,9999-01-01,Engineer,1987-07-17
450936,Yuriy,Ponthieu,9999-01-01,Staff,1991-12-11
450936,Yuriy,Ponthieu,9999-01-01,Senior Staff,1996-12-10
451333,Radhika,Bonifati,9999-01-01,Senior Staff,1995-03-11
453070,Aran,Rosenbaum,9999-01-01,Staff,1991-04-25
453070,Aran,Rosenbaum,9999-01-01,Senior Staff,2000-04-24
453760,Ewing,Rajala,9999-01-01,Staff,1996-06-21
453760,Ewing,Rajala,9999-01-01,Senior Staff,2001-06-21
458111,Florian,Tramer,9999-01-01,Engineer,1999-11-07
461270,Mrinalini,Mawatari,9999-01-01,Staff,1996-01-03
462493,Paloma,Gerlach,9999-01-01,Senior Engineer,1994-07-26
462493,Paloma,Gerlach,9999-01-01,Engineer,1988-07-26
463212,Ramya,Rossi,9999-01-01,Senior Engineer,1987-03-02
465062,Stafford,Gist,9999-01-01,Senior Engineer,1995-05-08
465062,Stafford,Gist,9999-01-01,Engineer,1988-05-07
465501,Mrinalini,Gire,9999-01-01,Staff,1992-11-09
465501,Mrinalini,Gire,9999-01-01,Senior Staff,2000-11-09
466509,Bezalel,Verhoeff,9999-01-01,Senior Engineer,1993-03-22
466509,Bezalel,Verhoeff,9999-01-01,Engineer,1988-03-22
466745,Boalin,Birsak,9999-01-01,Staff,1995-10-16
466745,Boalin,Birsak,9999-01-01,Senior Staff,2000-10-15
468773,Baziley,Brookner,9999-01-01,Senior Engineer,1999-09-22
468773,Baziley,Brookner,9999-01-01,Engineer,1993-09-22
469104,Nadjib,Comellas,9999-01-01,Senior Engineer,2002-04-18
469104,Nadjib,Comellas,9999-01-01,Engineer,1996-04-18
469269,Weiyi,Codenie,9999-01-01,Senior Engineer,1996-05-27
469269,Weiyi,Codenie,9999-01-01,Engineer,1989-05-27
472950,Weidon,Fordan,9999-01-01,Senior Engineer,1986-03-27
474331,Sugwoo,Eugenio,9999-01-01,Senior Staff,1991-10-06
481213,Shigehiro,Haldar,9999-01-01,Staff,1991-12-14
481213,Shigehiro,Haldar,9999-01-01,Senior Staff,1999-12-14
484142,Perry,Cooman,9999-01-01,Staff,1987-04-23
484142,Perry,Cooman,9999-01-01,Senior Staff,1993-04-22
486808,Geoffrey,Siochi,9999-01-01,Senior Engineer,1998-12-27
489928,Satoru,Janetzko,9999-01-01,Assistant Engineer,1997-07-26
490551,Lalit,Lindqvist,9999-01-01,Engineer,1998-11-07
492677,Goetz,McAffer,9999-01-01,Senior Engineer,1994-02-04
492677,Goetz,McAffer,9999-01-01,Engineer,1988-02-05
493048,Muzhong,Berztiss,9999-01-01,Staff,1995-01-23
493048,Muzhong,Berztiss,9999-01-01,Senior Staff,2001-01-22
493744,Leni,Kropatsch,9999-01-01,Senior Engineer,1997-07-17
494019,Morrie,Iisaku,9999-01-01,Staff,1991-05-06
494019,Morrie,Iisaku,9999-01-01,Senior Staff,1999-05-06
498838,Sanjay,Ciolek,9999-01-01,Staff,1989-12-13
498838,Sanjay,Ciolek,9999-01-01,Senior Staff,1998-12-13
498955,Nechama,Kandlur,9999-01-01,Senior Engineer,2002-01-16
498955,Nechama,Kandlur,9999-01-01,Engineer,1995-01-16
10095,Hilari,Morton,9999-01-01,Staff,1994-03-10
10095,Hilari,Morton,9999-01-01,Senior Staff,2000-03-09
15413,Arvin,Rabejac,9999-01-01,Senior Engineer,2002-01-01
15413,Arvin,Rabejac,9999-01-01,Engineer,1994-01-01
17013,Morris,Garigliano,9999-01-01,Staff,1995-05-24
17013,Morris,Garigliano,9999-01-01,Senior Staff,2000-05-23
20885,Otmar,Rothenberg,9999-01-01,Senior Engineer,1996-03-14
20885,Otmar,Rothenberg,9999-01-01,Engineer,1989-03-14
21546,Yongmin,Lanteri,9999-01-01,Senior Staff,1988-02-16
22185,Huai,Birch,9999-01-01,Engineer,2002-03-26
22185,Huai,Birch,9999-01-01,Assistant Engineer,1996-03-26
29380,Satoru,Vidal,9999-01-01,Assistant Engineer,1998-05-02
30035,Tetsushi,Conta,9999-01-01,Senior Staff,1995-07-04
31207,Abdelwaheb,Dulin,9999-01-01,Senior Engineer,1993-08-05
32714,Radoslaw,Maliniak,9999-01-01,Staff,1997-11-17
32844,Tadahiko,Melton,9999-01-01,Engineer,1995-01-07
33025,Jessie,Thorelli,9999-01-01,Senior Staff,1999-12-16
34446,Chinhyun,Bauknecht,9999-01-01,Senior Engineer,1986-12-19
34780,Moni,Kohling,9999-01-01,Staff,1994-07-21
35087,Leif,Ashish,9999-01-01,Staff,1994-10-14
35087,Leif,Ashish,9999-01-01,Senior Staff,2001-10-14
35793,Oscar,Kusalik,9999-01-01,Staff,1991-05-11
35793,Oscar,Kusalik,9999-01-01,Senior Staff,1996-05-10
36982,Kotesh,Rajala,9999-01-01,Senior Engineer,2000-06-23
36982,Kotesh,Rajala,9999-01-01,Engineer,1992-06-23
38168,Fumiko,Deverell,9999-01-01,Staff,1987-08-15
38168,Fumiko,Deverell,9999-01-01,Senior Staff,1996-08-14
39000,Martijn,Vendrig,9999-01-01,Staff,1997-03-03
39000,Martijn,Vendrig,9999-01-01,Senior Staff,2002-03-03
39952,Otmar,Sudbeck,9999-01-01,Staff,1998-07-22
40301,Spyrose,Felder,9999-01-01,Senior Engineer,1996-06-16
41357,Willard,Vernadat,9999-01-01,Engineer,1997-03-04
44054,Alenka,Ritcey,9999-01-01,Engineer,1997-02-09
46000,Zhaofang,Penn,9999-01-01,Staff,1997-07-24
46000,Zhaofang,Penn,9999-01-01,Senior Staff,2002-07-24
46943,Pasqua,Maraist,9999-01-01,Senior Engineer,1998-12-06
46943,Pasqua,Maraist,9999-01-01,Engineer,1993-12-06
47016,Toong,Litecky,9999-01-01,Staff,1989-03-01
47016,Toong,Litecky,9999-01-01,Senior Staff,1994-03-01
49010,Kazuhisa,Benantar,9999-01-01,Staff,1989-10-23
49010,Kazuhisa,Benantar,9999-01-01,Senior Staff,1994-10-23
49017,Filipp,Flanders,9999-01-01,Senior Engineer,1999-11-26
49017,Filipp,Flanders,9999-01-01,Engineer,1990-11-26
49119,Lena,Peek,9999-01-01,Senior Engineer,1997-05-15
49119,Lena,Peek,9999-01-01,Engineer,1991-05-16
50831,Marie,Khalid,9999-01-01,Senior Engineer,1990-10-27
55857,Adin,Scallan,9999-01-01,Staff,1987-09-15
55857,Adin,Scallan,9999-01-01,Senior Staff,1996-09-14
56415,Sigeru,Nivat,9999-01-01,Staff,1991-10-24
56415,Sigeru,Nivat,9999-01-01,Senior Staff,1999-10-24
57934,Sanjoy,Boudaillier,9999-01-01,Senior Engineer,1997-12-27
57934,Sanjoy,Boudaillier,9999-01-01,Engineer,1989-12-27
58147,Shigenori,Sullins,9999-01-01,Senior Staff,1988-02-24
61253,Cheong,Uhrik,9999-01-01,Senior Engineer,2001-06-04
61253,Cheong,Uhrik,9999-01-01,Engineer,1996-06-04
63441,Hinrich,Scallan,9999-01-01,Staff,1999-04-04
66530,Dung,Leaver,9999-01-01,Staff,1998-04-04
69867,Miyeon,Rothe,9999-01-01,Staff,1991-04-09
69867,Miyeon,Rothe,9999-01-01,Senior Staff,1997-04-08
71066,Domenick,Basart,9999-01-01,Staff,1996-01-05
71066,Domenick,Basart,9999-01-01,Senior Staff,2001-01-04
73076,Froduald,Feldhoffer,9999-01-01,Senior Engineer,1993-03-16
78363,Susumu,Fritzsche,9999-01-01,Engineer,1998-06-23
78469,Leucio,Cappelli,9999-01-01,Staff,1997-08-22
80731,Shaowen,Eldridge,9999-01-01,Staff,1987-12-05
80731,Shaowen,Eldridge,9999-01-01,Senior Staff,1994-12-05
80889,Shigeo,Linnainmaa,9999-01-01,Senior Engineer,1985-07-30
82069,Yechezkel,Perfilyeva,9999-01-01,Senior Engineer,2000-11-02
82069,Yechezkel,Perfilyeva,9999-01-01,Engineer,1994-11-03
82919,Shigeu,Claffy,9999-01-01,Engineer,1998-02-03
83509,Breannda,Collavizza,9999-01-01,Senior Engineer,1994-10-12
83509,Breannda,Collavizza,9999-01-01,Engineer,1989-10-12
84942,Shin,Fujisaki,9999-01-01,Technique Leader,1988-02-23
89090,Tetsushi,Theuretzbacher,9999-01-01,Staff,1990-02-01
89090,Tetsushi,Theuretzbacher,9999-01-01,Senior Staff,1995-02-01
90211,Bader,Denis,9999-01-01,Engineer,1997-10-06
90084,Renny,Bale,9999-01-01,Senior Engineer,1996-11-22
90084,Renny,Bale,9999-01-01,Engineer,1989-11-22
92841,Claude,Candan,9999-01-01,Senior Staff,1993-08-04
94761,Hitofumi,Zaccaria,9999-01-01,Senior Engineer,1997-11-22
94761,Hitofumi,Zaccaria,9999-01-01,Engineer,1988-11-22
101647,Mori,Homond,9999-01-01,Staff,1994-05-10
101647,Mori,Homond,9999-01-01,Senior Staff,2000-05-09
103756,Heping,Halloran,9999-01-01,Engineer,2001-04-08
103756,Heping,Halloran,9999-01-01,Assistant Engineer,1992-04-08
107486,Siamak,Luiz,9999-01-01,Senior Engineer,1987-02-11
107828,Ramya,Walston,9999-01-01,Staff,1989-02-03
107828,Ramya,Walston,9999-01-01,Senior Staff,1995-02-03
108316,Shai,Stellhorn,9999-01-01,Senior Engineer,1992-05-21
109552,Menkae,Etalle,9999-01-01,Engineer,2002-05-21
109552,Menkae,Etalle,9999-01-01,Assistant Engineer,1997-05-21
109620,Mani,Cannata,9999-01-01,Staff,1989-06-21
109620,Mani,Cannata,9999-01-01,Senior Staff,1995-06-21
109703,Arco,Walston,9999-01-01,Engineer,1999-08-16
201801,Waiman,Genin,9999-01-01,Senior Engineer,1995-10-30
201801,Waiman,Genin,9999-01-01,Engineer,1988-10-30
202291,Ortrun,Schmiedel,9999-01-01,Engineer,1997-07-18
202552,Morris,Saoudi,9999-01-01,Senior Engineer,1998-11-22
202552,Morris,Saoudi,9999-01-01,Engineer,1991-11-22
202882,Isaac,Koshino,9999-01-01,Senior Engineer,1995-09-28
205085,Moni,Kornyak,9999-01-01,Technique Leader,1991-09-26
205018,Yahiko,Awdeh,9999-01-01,Engineer,1998-08-05
205863,Aiichiro,Kusalik,9999-01-01,Senior Engineer,1996-10-03
205863,Aiichiro,Kusalik,9999-01-01,Engineer,1990-10-04
207204,Kellie,Schrooten,9999-01-01,Engineer,1999-01-17
207204,Kellie,Schrooten,9999-01-01,Assistant Engineer,1991-01-17
210449,Gino,Lagarias,9999-01-01,Engineer,1997-06-22
214539,Ingmar,Kohling,9999-01-01,Engineer,1995-04-25
216573,Ashish,Vidya,9999-01-01,Senior Engineer,1995-06-16
216573,Ashish,Vidya,9999-01-01,Engineer,1989-06-16
219967,Susanna,Reeken,9999-01-01,Senior Staff,1998-03-16
222354,Valdiodio,Schlumberger,9999-01-01,Engineer,2001-08-07
222354,Valdiodio,Schlumberger,9999-01-01,Assistant Engineer,1993-08-07
223593,Hidefumi,Moehrke,9999-01-01,Staff,1998-03-04
225438,Remmert,Quaggetto,9999-01-01,Staff,1992-04-28
225438,Remmert,Quaggetto,9999-01-01,Senior Staff,1997-04-28
227901,Francesca,Azuma,9999-01-01,Staff,1996-06-08
227901,Francesca,Azuma,9999-01-01,Senior Staff,2001-06-08
229391,Paloma,Henseler,9999-01-01,Senior Engineer,1997-06-10
229391,Paloma,Henseler,9999-01-01,Engineer,1991-06-11
230689,Dietrich,Crabtree,9999-01-01,Senior Staff,1986-05-24
230498,Kolar,Puppo,9999-01-01,Senior Engineer,1998-04-25
230498,Kolar,Puppo,9999-01-01,Engineer,1990-04-25
233397,Fay,Sundgren,9999-01-01,Staff,1990-07-07
233397,Fay,Sundgren,9999-01-01,Senior Staff,1998-07-07
233690,Cedric,Riefers,9999-01-01,Engineer,1994-09-08
234739,Foong,Aamodt,9999-01-01,Senior Engineer,1986-06-28
235368,Anneli,Joslin,9999-01-01,Senior Engineer,1987-04-12
235729,Henk,Anger,9999-01-01,Staff,1993-01-19
235729,Henk,Anger,9999-01-01,Senior Staff,2002-01-19
236964,Adel,Foote,9999-01-01,Staff,1998-08-19
239415,Susumu,Brender,9999-01-01,Senior Engineer,2001-04-17
239415,Susumu,Brender,9999-01-01,Engineer,1993-04-17
239706,Arunas,Bugrara,9999-01-01,Assistant Engineer,1997-04-03
239803,Oscal,Ernst,9999-01-01,Staff,1992-05-19
239803,Oscal,Ernst,9999-01-01,Senior Staff,1997-05-19
241667,Atilio,Olivero,9999-01-01,Senior Engineer,1992-09-04
241667,Atilio,Olivero,9999-01-01,Engineer,1985-09-04
244308,Mokhtar,Rebaine,9999-01-01,Staff,1991-07-23
244308,Mokhtar,Rebaine,9999-01-01,Senior Staff,2000-07-22
244873,Arunachalam,Oppitz,9999-01-01,Staff,1986-05-20
244873,Arunachalam,Oppitz,9999-01-01,Senior Staff,1994-05-20
246146,Zhongwei,Melski,9999-01-01,Senior Engineer,1993-09-03
246146,Zhongwei,Melski,9999-01-01,Engineer,1987-09-04
246244,George,Casperson,9999-01-01,Staff,2000-01-20
247089,Seongbae,Schahn,9999-01-01,Staff,1992-12-10
247089,Seongbae,Schahn,9999-01-01,Senior Staff,1997-12-10
246902,Shih,Shanbhogue,9999-01-01,Staff,1998-04-19
247122,Xiaobin,Narlikar,9999-01-01,Staff,1992-02-14
247122,Xiaobin,Narlikar,9999-01-01,Senior Staff,1999-02-14
247447,Tzu,Bakhtari,9999-01-01,Senior Engineer,1999-03-18
247447,Tzu,Bakhtari,9999-01-01,Engineer,1994-03-18
247456,Masako,Bahk,9999-01-01,Engineer,1997-07-31
248351,Jaana,Milicia,9999-01-01,Senior Staff,1985-06-02
248758,Snehasis,Muhlberg,9999-01-01,Staff,1991-07-16
248758,Snehasis,Muhlberg,9999-01-01,Senior Staff,1999-07-16
249780,Nechama,Gaughan,9999-01-01,Senior Engineer,1996-01-16
249780,Nechama,Gaughan,9999-01-01,Engineer,1991-01-16
249780,Nechama,Gaughan,9999-01-01,Assistant Engineer,1986-01-16
250411,Ranga,Sommen,9999-01-01,Staff,1989-01-20
250411,Ranga,Sommen,9999-01-01,Senior Staff,1996-01-21
250748,Kish,Turnbull,9999-01-01,Senior Engineer,1994-02-10
250748,Kish,Turnbull,9999-01-01,Engineer,1987-02-10
251645,Bezalel,Tsunoo,9999-01-01,Staff,1992-06-17
251645,Bezalel,Tsunoo,9999-01-01,Senior Staff,2001-06-17
253707,Insup,Hainaut,9999-01-01,Staff,1998-02-11
256216,Halsur,Brodal,9999-01-01,Engineer,1997-11-22
258470,Weiwu,Butner,9999-01-01,Staff,1995-02-14
259611,Shuichi,Marrakchi,9999-01-01,Senior Staff,1990-08-21
260153,Mingdong,Baar,9999-01-01,Technique Leader,1991-10-14
260399,Hatem,Birsak,9999-01-01,Staff,1989-04-10
260399,Hatem,Birsak,9999-01-01,Senior Staff,1995-04-10
261737,Mark,Lindqvist,9999-01-01,Senior Engineer,1997-11-22
261737,Mark,Lindqvist,9999-01-01,Engineer,1990-11-22
262210,Chinho,Bottner,9999-01-01,Senior Engineer,1999-07-30
262210,Chinho,Bottner,9999-01-01,Engineer,1992-07-29
262210,Chinho,Bottner,9999-01-01,Assistant Engineer,1985-07-29
262439,Lorien,Lagarias,9999-01-01,Staff,1985-10-10
262439,Lorien,Lagarias,9999-01-01,Senior Staff,1994-10-10
264167,Baoqiu,Tomescu,9999-01-01,Senior Engineer,1996-05-01
266310,Zvonko,Serdy,9999-01-01,Staff,1987-06-24
266310,Zvonko,Serdy,9999-01-01,Senior Staff,1992-06-23
272452,Mitsuyuki,Isard,9999-01-01,Engineer,1996-08-17
273396,Wayne,Baba,9999-01-01,Engineer,1998-03-07
275158,Satyanarayana,Brandsma,9999-01-01,Engineer,1999-12-08
276184,Mari,Swick,9999-01-01,Senior Staff,1991-04-08
276563,Gift,Solares,9999-01-01,Senior Staff,1995-08-01
277829,Michaela,Fandrianto,9999-01-01,Senior Engineer,1986-06-02
280070,Niteen,Ebeling,9999-01-01,Staff,1988-03-29
280070,Niteen,Ebeling,9999-01-01,Senior Staff,1993-03-29
280420,Jahangir,Hofting,9999-01-01,Staff,1986-09-28
280420,Jahangir,Hofting,9999-01-01,Senior Staff,1993-09-28
282894,Fay,Bellmore,9999-01-01,Senior Engineer,1998-05-03
282894,Fay,Bellmore,9999-01-01,Engineer,1989-05-03
285905,Kellyn,Bage,9999-01-01,Senior Staff,1994-11-04
286452,Behnaam,Bierbaum,9999-01-01,Engineer,1999-01-31
286986,Woody,Trelles,9999-01-01,Senior Engineer,1996-05-23
288563,Cristinel,Gerlach,9999-01-01,Senior Engineer,2001-01-08
288563,Cristinel,Gerlach,9999-01-01,Engineer,1996-01-09
288893,Bedrich,Rosenbaum,9999-01-01,Senior Engineer,1998-01-27
288893,Bedrich,Rosenbaum,9999-01-01,Engineer,1991-01-27
290009,Zijian,Rindone,9999-01-01,Staff,1989-07-09
290009,Zijian,Rindone,9999-01-01,Senior Staff,1997-07-09
292110,Menkae,Showalter,9999-01-01,Senior Engineer,2001-08-09
292110,Menkae,Showalter,9999-01-01,Engineer,1996-08-09
292515,Bernd,Thummel,9999-01-01,Engineer,1998-08-03
292515,Bernd,Thummel,9999-01-01,Assistant Engineer,1989-08-03
295254,Xuejun,Pfau,9999-01-01,Staff,1985-07-24
295254,Xuejun,Pfau,9999-01-01,Senior Staff,1993-07-24
295278,Val,Barvinok,9999-01-01,Senior Engineer,2000-01-02
295278,Val,Barvinok,9999-01-01,Engineer,1995-01-02
295278,Val,Barvinok,9999-01-01,Assistant Engineer,1990-01-02
295857,Kankanahalli,Ciolek,9999-01-01,Staff,1989-12-26
295857,Kankanahalli,Ciolek,9999-01-01,Senior Staff,1998-12-26
405063,Yechezkel,Yurov,9999-01-01,Senior Engineer,1998-11-30
408654,Yongqiao,Cochrane,9999-01-01,Staff,1986-10-27
408654,Yongqiao,Cochrane,9999-01-01,Senior Staff,1991-10-27
408953,Jolita,Claffy,9999-01-01,Senior Engineer,1993-12-24
409805,Frazer,Candan,9999-01-01,Senior Engineer,1999-03-05
410804,Ronnie,Denos,9999-01-01,Senior Engineer,1997-06-08
410804,Ronnie,Denos,9999-01-01,Engineer,1992-06-08
411070,Otmar,Brandsma,9999-01-01,Senior Engineer,1992-05-27
411070,Otmar,Brandsma,9999-01-01,Engineer,1987-05-28
412757,Leen,Peak,9999-01-01,Engineer,1999-11-20
415187,Juyoung,Peltason,9999-01-01,Assistant Engineer,1998-09-01
416420,Adamantios,Heemskerk,9999-01-01,Senior Staff,1986-08-08
420476,Mariangiola,Bolsens,9999-01-01,Staff,1985-06-15
420476,Mariangiola,Bolsens,9999-01-01,Senior Staff,1994-06-15
420765,Shawna,Krider,9999-01-01,Staff,1990-03-09
420765,Shawna,Krider,9999-01-01,Senior Staff,1997-03-09
423208,Joydip,Krone,9999-01-01,Engineer,1995-02-08
424584,Kagan,Dredge,9999-01-01,Senior Engineer,2000-02-26
424584,Kagan,Dredge,9999-01-01,Engineer,1994-02-26
425780,Paris,Range,9999-01-01,Staff,1989-10-25
425780,Paris,Range,9999-01-01,Senior Staff,1997-10-25
425830,Guther,Conia,9999-01-01,Engineer,1999-02-13
